Region,Year,Crimes_per_1000
GM0225,2013,35.9
GM0225,2014,33.3
GM0225,2015,33.3
GM0225,2016,36.9
GM0225,2017,28.6
GM0225,2018,25.4
GM0225,2019,25.6
GM0226,2005,60.7
GM0226,2006,52.6
GM0226,2007,58
GM0226,2008,56.3
GM0226,2009,60.3
GM0226,2010,56.2
GM0226,2011,46.1
GM0226,2012,51.6
GM0226,2013,48.3
GM0226,2014,42.1
GM0226,2015,36.8
GM0226,2016,36
GM0226,2017,34.6
GM0226,2018,34.2
GM0226,2019,33.4
GM0228,2005,64.7
GM0228,2006,61
GM0228,2007,71.5
GM0228,2008,70
GM0228,2009,64.7
GM0228,2010,68.9
GM0228,2011,62.5
GM0228,2012,57.6
GM0228,2013,53.2
GM0228,2014,45.4
GM0228,2015,44.1
GM0228,2016,47.8
GM0228,2017,43.2
GM0228,2018,43
GM0228,2019,43.4
GM0230,2005,48.4
GM0230,2006,40.5
GM0230,2007,45.7
GM0230,2008,39.4
GM0230,2009,36.5
GM0230,2010,46.1
GM0230,2011,46.5
GM0230,2012,38.6
GM0230,2013,38.9
GM0230,2014,33.6
GM0230,2015,34.9
GM0230,2016,29.8
GM0230,2017,25.8
GM0230,2018,24
GM0230,2019,26.6
GM0232,2005,58.4
GM0232,2006,50
GM0232,2007,50.8
GM0232,2008,48.7
GM0232,2009,53.5
GM0232,2010,60.6
GM0232,2011,52.4
GM0232,2012,49.7
GM0232,2013,44.5
GM0232,2014,38.2
GM0232,2015,37.1
GM0232,2016,36.4
GM0232,2017,35.6
GM0232,2018,29.2
GM0232,2019,26.5
GM0233,2005,70.8
GM0233,2006,69.1
GM0233,2007,73.6
GM0233,2008,67.1
GM0233,2009,64.9
GM0233,2010,70.5
GM0233,2011,67.1
GM0233,2012,56.9
GM0233,2013,55.3
GM0233,2014,55.9
GM0233,2015,50.1
GM0233,2016,51
GM0233,2017,40.1
GM0233,2018,39.3
GM0233,2019,39.4
GM0236,2005,59.3
GM0236,2006,66.8
GM0236,2007,62.6
GM0236,2008,67.6
GM0236,2009,62.2
GM0236,2010,59.1
GM0236,2011,58.6
GM0236,2012,59.6
GM0236,2013,52.2
GM0236,2014,54
GM0236,2015,45.7
GM0236,2016,44.8
GM0236,2017,39.6
GM0236,2018,33.5
GM0236,2019,NA
GM0241,2010,48.3
GM0241,2011,50
GM0241,2012,51.8
GM0241,2013,48
GM0241,2014,43.1
GM0241,2015,38.8
GM0241,2016,NA
GM0241,2017,NA
GM0241,2018,NA
GM0241,2019,NA
GM0243,2005,74.4
GM0243,2006,67.6
GM0243,2007,67.3
GM0243,2008,64.2
GM0243,2009,60.4
GM0243,2010,71.6
GM0243,2011,70.4
GM0243,2012,59.8
GM0243,2013,55.9
GM0243,2014,48.7
GM0243,2015,47.6
GM0243,2016,43.2
GM0243,2017,35.4
GM0243,2018,31.5
GM0243,2019,40.1
GM0244,2005,50.1
GM0244,2006,50.6
GM0244,2007,52.1
GM0244,2008,44.7
GM0244,2009,46
GM0244,2010,47.3
GM0244,2011,48
GM0244,2012,38.3
GM0244,2013,36.2
GM0244,2014,27.3
GM0244,2015,32.5
GM0244,2016,28.4
GM0244,2017,22.4
GM0244,2018,18.8
GM0244,2019,23
GM0246,2005,52.4
GM0246,2006,45.6
GM0246,2007,51.6
GM0246,2008,41
GM0246,2009,43.9
GM0246,2010,47
GM0246,2011,42.3
GM0246,2012,37.6
GM0246,2013,36.1
GM0246,2014,31.4
GM0246,2015,33.7
GM0246,2016,25.1
GM0246,2017,24.1
GM0246,2018,22
GM0246,2019,22.8
GM0252,2005,57.3
GM0252,2006,60.1
GM0252,2007,53.4
GM0252,2008,51.7
GM0252,2009,64.3
GM0252,2010,50.6
GM0252,2011,47.2
GM0252,2012,48.7
GM0252,2013,47.3
GM0252,2014,41.9
GM0252,2015,47.1
GM0252,2016,44.8
GM0252,2017,38
GM0252,2018,34.1
GM0252,2019,35.1
GM0262,2005,47.9
GM0262,2006,44
GM0262,2007,44.3
GM0262,2008,37.9
GM0262,2009,39.1
GM0262,2010,38.1
GM0262,2011,35.1
GM0262,2012,37
GM0262,2013,36.1
GM0262,2014,32.3
GM0262,2015,32.3
GM0262,2016,30
GM0262,2017,25.5
GM0262,2018,23.3
GM0262,2019,25.7
GM0263,2005,62.7
GM0263,2006,53.2
GM0263,2007,54.9
GM0263,2008,58.2
GM0263,2009,56.5
GM0263,2010,51.7
GM0263,2011,53.2
GM0263,2012,53.5
GM0263,2013,48.6
GM0263,2014,43.5
GM0263,2015,39.3
GM0263,2016,38.2
GM0263,2017,32.5
GM0263,2018,34.1
GM0263,2019,33.6
GM0265,2010,25.4
GM0265,2011,24.5
GM0265,2012,26.1
GM0265,2013,23.5
GM0265,2014,20.3
GM0265,2015,NA
GM0265,2016,NA
GM0265,2017,NA
GM0265,2018,NA
GM0265,2019,NA
GM0267,2005,64.1
GM0267,2006,65.3
GM0267,2007,56.4
GM0267,2008,49.4
GM0267,2009,52
GM0267,2010,47.1
GM0267,2011,49.2
GM0267,2012,43.1
GM0267,2013,42.5
GM0267,2014,35.8
GM0267,2015,33.7
GM0267,2016,35.8
GM0267,2017,29.2
GM0267,2018,30.4
GM0267,2019,31.1
GM0268,2005,128
GM0268,2006,122.9
GM0268,2007,110.4
GM0268,2008,106.9
GM0268,2009,111
GM0268,2010,102.1
GM0268,2011,100.7
GM0268,2012,103.4
GM0268,2013,100.1
GM0268,2014,84.8
GM0268,2015,78.7
GM0268,2016,75.7
GM0268,2017,66.8
GM0268,2018,63.5
GM0268,2019,67
GM0269,2005,39.3
GM0269,2006,39.1
GM0269,2007,39.3
GM0269,2008,38
GM0269,2009,34.9
GM0269,2010,41.6
GM0269,2011,39.9
GM0269,2012,34.6
GM0269,2013,32.4
GM0269,2014,28.9
GM0269,2015,29.1
GM0269,2016,24.6
GM0269,2017,21.2
GM0269,2018,19.7
GM0269,2019,23.1
GM0273,2005,54
GM0273,2006,53.6
GM0273,2007,52.8
GM0273,2008,50.5
GM0273,2009,49.6
GM0273,2010,50.4
GM0273,2011,49.4
GM0273,2012,46.6
GM0273,2013,46.7
GM0273,2014,40
GM0273,2015,35.2
GM0273,2016,34.6
GM0273,2017,27.6
GM0273,2018,25.7
GM0273,2019,26.4
GM0274,2005,56
GM0274,2006,61.4
GM0274,2007,66.2
GM0274,2008,64.6
GM0274,2009,61.5
GM0274,2010,61.3
GM0274,2011,61.7
GM0274,2012,54.4
GM0274,2013,51.7
GM0274,2014,49.8
GM0274,2015,42.3
GM0274,2016,40.6
GM0274,2017,34.3
GM0274,2018,32.2
GM0274,2019,35.1
GM0275,2005,62.8
GM0275,2006,59.2
GM0275,2007,65.5
GM0275,2008,62.7
GM0275,2009,68.8
GM0275,2010,63.6
GM0275,2011,63
GM0275,2012,56.7
GM0275,2013,51.9
GM0275,2014,52.7
GM0275,2015,47.1
GM0275,2016,44.1
GM0275,2017,41.9
GM0275,2018,36.7
GM0275,2019,39.4
GM0277,2005,NA
GM0277,2006,NA
GM0277,2007,61.6
GM0277,2008,NA
GM0277,2009,60.1
GM0277,2010,70.9
GM0277,2011,78.7
GM0277,2012,NA
GM0277,2013,67.3
GM0277,2014,NA
GM0277,2015,NA
GM0277,2016,NA
GM0277,2017,NA
GM0277,2018,NA
GM0277,2019,NA
GM0279,2005,39.7
GM0279,2006,33.4
GM0279,2007,34.5
GM0279,2008,43.8
GM0279,2009,33.3
GM0279,2010,34.5
GM0279,2011,37.7
GM0279,2012,35.1
GM0279,2013,36.9
GM0279,2014,28.4
GM0279,2015,30.4
GM0279,2016,25.9
GM0279,2017,21.8
GM0279,2018,21
GM0279,2019,22.3
GM0281,2005,88.7
GM0281,2006,84.8
GM0281,2007,99.6
GM0281,2008,91.4
GM0281,2009,84.5
GM0281,2010,76.8
GM0281,2011,98.6
GM0281,2012,87.3
GM0281,2013,78.8
GM0281,2014,70.3
GM0281,2015,72.1
GM0281,2016,68.3
GM0281,2017,59.5
GM0281,2018,49.3
GM0281,2019,61.3
GM0282,2010,35.5
GM0282,2011,34.6
GM0282,2012,36.5
GM0282,2013,35.7
GM0282,2014,29.8
GM0282,2015,NA
GM0282,2016,NA
GM0282,2017,NA
GM0282,2018,NA
GM0282,2019,NA
GM0285,2005,56.9
GM0285,2006,55.8
GM0285,2007,58.1
GM0285,2008,55.6
GM0285,2009,56.9
GM0285,2010,54.3
GM0285,2011,44.8
GM0285,2012,46.9
GM0285,2013,41.6
GM0285,2014,47.5
GM0285,2015,35.8
GM0285,2016,35.8
GM0285,2017,30.6
GM0285,2018,25.4
GM0285,2019,29.7
GM0289,2005,79.8
GM0289,2006,75.5
GM0289,2007,72.5
GM0289,2008,75.7
GM0289,2009,75.6
GM0289,2010,73.4
GM0289,2011,67.2
GM0289,2012,61.2
GM0289,2013,56.9
GM0289,2014,45.4
GM0289,2015,36
GM0289,2016,40.2
GM0289,2017,30.5
GM0289,2018,33.3
GM0289,2019,31.9
GM0293,2005,52.2
GM0293,2006,48.1
GM0293,2007,52.4
GM0293,2008,55.1
GM0293,2009,50.2
GM0293,2010,47.6
GM0293,2011,46.1
GM0293,2012,47.5
GM0293,2013,50.2
GM0293,2014,39.6
GM0293,2015,36.4
GM0293,2016,33.6
GM0293,2017,30.8
GM0293,2018,30
GM0293,2019,29.8
GM0294,2005,52.3
GM0294,2006,52.2
GM0294,2007,50.6
GM0294,2008,50
GM0294,2009,49.2
GM0294,2010,48
GM0294,2011,47.1
GM0294,2012,50.4
GM0294,2013,44.6
GM0294,2014,45.7
GM0294,2015,42.7
GM0294,2016,39.3
GM0294,2017,31.2
GM0294,2018,28.3
GM0294,2019,34.8
GM0296,2005,80.8
GM0296,2006,76.5
GM0296,2007,68.6
GM0296,2008,69.2
GM0296,2009,66.3
GM0296,2010,55.5
GM0296,2011,55.2
GM0296,2012,47.5
GM0296,2013,45.5
GM0296,2014,40
GM0296,2015,41.7
GM0296,2016,37.2
GM0296,2017,31.8
GM0296,2018,30.8
GM0296,2019,33
GM0297,2005,83.7
GM0297,2006,69.3
GM0297,2007,60.9
GM0297,2008,67.9
GM0297,2009,73.6
GM0297,2010,67.4
GM0297,2011,63.3
GM0297,2012,52.4
GM0297,2013,52.6
GM0297,2014,50.7
GM0297,2015,54
GM0297,2016,42.9
GM0297,2017,37.7
GM0297,2018,38.4
GM0297,2019,38.6
GM0299,2005,55.5
GM0299,2006,53.3
GM0299,2007,55.1
GM0299,2008,56.6
GM0299,2009,61.6
GM0299,2010,53.5
GM0299,2011,52.4
GM0299,2012,53
GM0299,2013,48
GM0299,2014,44.4
GM0299,2015,35
GM0299,2016,37.2
GM0299,2017,34
GM0299,2018,27
GM0299,2019,30.8
GM0301,2005,85.2
GM0301,2006,90.8
GM0301,2007,76.4
GM0301,2008,79.4
GM0301,2009,80.2
GM0301,2010,77.2
GM0301,2011,69.2
GM0301,2012,66.4
GM0301,2013,66.6
GM0301,2014,62.9
GM0301,2015,55.6
GM0301,2016,62.9
GM0301,2017,52
GM0301,2018,47.6
GM0301,2019,55.2
GM0302,2005,56.3
GM0302,2006,49.9
GM0302,2007,55.9
GM0302,2008,46.8
GM0302,2009,44.4
GM0302,2010,44.3
GM0302,2011,45.6
GM0302,2012,42.4
GM0302,2013,38.6
GM0302,2014,36
GM0302,2015,38.1
GM0302,2016,29.6
GM0302,2017,26.3
GM0302,2018,25.7
GM0302,2019,28.5
GM0303,2005,62.1
GM0303,2006,67.1
GM0303,2007,74.2
GM0303,2008,63.4
GM0303,2009,62.5
GM0303,2010,57.7
GM0303,2011,61.9
GM0303,2012,61.8
GM0303,2013,52.4
GM0303,2014,49.2
GM0303,2015,44.7
GM0303,2016,42.8
GM0303,2017,38.7
GM0303,2018,32.5
GM0303,2019,38.7
GM0304,2005,49.8
GM0304,2006,41
GM0304,2007,39.9
GM0304,2008,40.9
GM0304,2009,42.8
GM0304,2010,42.4
GM0304,2011,40.5
GM0304,2012,45.1
GM0304,2013,37.1
GM0304,2014,33.2
GM0304,2015,33.6
GM0304,2016,26.4
GM0304,2017,22
GM0304,2018,19.8
GM0304,2019,NA
GM0305,2010,62.6
GM0305,2011,NA
GM0305,2012,NA
GM0305,2013,NA
GM0305,2014,NA
GM0305,2015,NA
GM0305,2016,NA
GM0305,2017,NA
GM0305,2018,NA
GM0305,2019,NA
GM0307,2005,107.4
GM0307,2006,101.9
GM0307,2007,93.7
GM0307,2008,96.1
GM0307,2009,81.7
GM0307,2010,77
GM0307,2011,71.6
GM0307,2012,72.4
GM0307,2013,71.2
GM0307,2014,62.2
GM0307,2015,58.5
GM0307,2016,55.4
GM0307,2017,49.5
GM0307,2018,48.2
GM0307,2019,48.6
GM0308,2005,87.8
GM0308,2006,76.9
GM0308,2007,68.1
GM0308,2008,74.1
GM0308,2009,64.7
GM0308,2010,64.1
GM0308,2011,67.4
GM0308,2012,62.9
GM0308,2013,55.4
GM0308,2014,52.6
GM0308,2015,51.1
GM0308,2016,52.3
GM0308,2017,48.8
GM0308,2018,45.1
GM0308,2019,44.7
GM0310,2005,72.4
GM0310,2006,72
GM0310,2007,68.8
GM0310,2008,63.8
GM0310,2009,64.3
GM0310,2010,59.5
GM0310,2011,54.1
GM0310,2012,48.8
GM0310,2013,45.3
GM0310,2014,43.4
GM0310,2015,44.7
GM0310,2016,40.3
GM0310,2017,36.9
GM0310,2018,34.9
GM0310,2019,38.7
GM0311,2010,97.1
GM0311,2011,NA
GM0311,2012,NA
GM0311,2013,NA
GM0311,2014,NA
GM0311,2015,NA
GM0311,2016,NA
GM0311,2017,NA
GM0311,2018,NA
GM0311,2019,NA
GM0312,2005,56.7
GM0312,2006,53.1
GM0312,2007,57.5
GM0312,2008,59.1
GM0312,2009,53.2
GM0312,2010,52.8
GM0312,2011,53.4
GM0312,2012,55.5
GM0312,2013,46.4
GM0312,2014,46.4
GM0312,2015,46.2
GM0312,2016,41.4
GM0312,2017,35.1
GM0312,2018,39.6
GM0312,2019,37.1
GM0313,2005,53.1
GM0313,2006,53.9
GM0313,2007,52.2
GM0313,2008,47.5
GM0313,2009,38
GM0313,2010,39
GM0313,2011,34.8
GM0313,2012,39.4
GM0313,2013,32.1
GM0313,2014,32.3
GM0313,2015,36.7
GM0313,2016,31.1
GM0313,2017,27.8
GM0313,2018,23.8
GM0313,2019,29.2
GM0317,2005,60.2
GM0317,2006,50.1
GM0317,2007,45.8
GM0317,2008,46.2
GM0317,2009,41.9
GM0317,2010,39.8
GM0317,2011,42.3
GM0317,2012,40.5
GM0317,2013,48.4
GM0317,2014,38
GM0317,2015,38.4
GM0317,2016,38.9
GM0317,2017,36
GM0317,2018,33.5
GM0317,2019,25.8
GM0321,2005,55.5
GM0321,2006,50.6
GM0321,2007,44.9
GM0321,2008,47.7
GM0321,2009,42.4
GM0321,2010,43.8
GM0321,2011,42.6
GM0321,2012,41.5
GM0321,2013,39.4
GM0321,2014,39.4
GM0321,2015,35.4
GM0321,2016,36.8
GM0321,2017,32.7
GM0321,2018,31.4
GM0321,2019,29.1
GM0327,2005,53.9
GM0327,2006,56.9
GM0327,2007,53.3
GM0327,2008,48.6
GM0327,2009,45.3
GM0327,2010,49.2
GM0327,2011,39.5
GM0327,2012,40
GM0327,2013,33.7
GM0327,2014,33.6
GM0327,2015,27.4
GM0327,2016,28.8
GM0327,2017,25.3
GM0327,2018,26.4
GM0327,2019,30.4
GM0329,2010,44
GM0329,2011,NA
GM0329,2012,NA
GM0329,2013,NA
GM0329,2014,NA
GM0329,2015,NA
GM0329,2016,NA
GM0329,2017,NA
GM0329,2018,NA
GM0329,2019,NA
GM0331,2005,43.7
GM0331,2006,36.5
GM0331,2007,36.7
GM0331,2008,29.3
GM0331,2009,32.4
GM0331,2010,26.7
GM0331,2011,27.8
GM0331,2012,24.8
GM0331,2013,26.1
GM0331,2014,24.2
GM0331,2015,20.4
GM0331,2016,25.6
GM0331,2017,24.2
GM0331,2018,19.5
GM0331,2019,20.7
GM0333,2010,61.5
GM0333,2011,NA
GM0333,2012,NA
GM0333,2013,NA
GM0333,2014,NA
GM0333,2015,NA
GM0333,2016,NA
GM0333,2017,NA
GM0333,2018,NA
GM0333,2019,NA
GM0335,2005,49
GM0335,2006,41.3
GM0335,2007,50.3
GM0335,2008,45.4
GM0335,2009,53.5
GM0335,2010,40.1
GM0335,2011,30.3
GM0335,2012,34.6
GM0335,2013,27.8
GM0335,2014,27.4
GM0335,2015,26.1
GM0335,2016,23.3
GM0335,2017,23.4
GM0335,2018,26.6
GM0335,2019,23.7
GM0339,2005,29.5
GM0339,2006,26.2
GM0339,2007,33.4
GM0339,2008,36.1
GM0339,2009,34.4
GM0339,2010,46.5
GM0339,2011,35.8
GM0339,2012,35.7
GM0339,2013,39
GM0339,2014,33.3
GM0339,2015,31.8
GM0339,2016,28.1
GM0339,2017,27.6
GM0339,2018,21.4
GM0339,2019,21.3
GM0340,2005,47.4
GM0340,2006,47.4
GM0340,2007,47.8
GM0340,2008,47.3
GM0340,2009,45.8
GM0340,2010,50.1
GM0340,2011,46.3
GM0340,2012,45.5
GM0340,2013,39.2
GM0340,2014,34.8
GM0340,2015,31.7
GM0340,2016,32.4
GM0340,2017,29.2
GM0340,2018,32.9
GM0340,2019,30.6
GM0342,2005,62.8
GM0342,2006,56.3
GM0342,2007,51
GM0342,2008,57
GM0342,2009,58.2
GM0342,2010,48.3
GM0342,2011,45.6
GM0342,2012,48.2
GM0342,2013,42.8
GM0342,2014,43.3
GM0342,2015,46.6
GM0342,2016,42.5
GM0342,2017,36.6
GM0342,2018,34.1
GM0342,2019,33.5
GM0344,2005,155.7
GM0344,2006,153.8
GM0344,2007,140.8
GM0344,2008,137.3
GM0344,2009,127.2
GM0344,2010,116.7
GM0344,2011,110.5
GM0344,2012,102.9
GM0344,2013,100.8
GM0344,2014,98
GM0344,2015,93.1
GM0344,2016,89.1
GM0344,2017,83.2
GM0344,2018,77.9
GM0344,2019,77.4
GM0345,2005,72.8
GM0345,2006,75.1
GM0345,2007,70.2
GM0345,2008,65.5
GM0345,2009,68.9
GM0345,2010,61.3
GM0345,2011,61.7
GM0345,2012,52.9
GM0345,2013,56.4
GM0345,2014,48.2
GM0345,2015,47
GM0345,2016,44.3
GM0345,2017,43.5
GM0345,2018,42.3
GM0345,2019,40.3
GM0351,2005,41.4
GM0351,2006,39.3
GM0351,2007,53.5
GM0351,2008,41.9
GM0351,2009,44.4
GM0351,2010,42.3
GM0351,2011,38.3
GM0351,2012,39.1
GM0351,2013,36
GM0351,2014,36.6
GM0351,2015,32.8
GM0351,2016,27.6
GM0351,2017,31.3
GM0351,2018,25.4
GM0351,2019,24.7
GM0352,2005,49.2
GM0352,2006,50.2
GM0352,2007,43.7
GM0352,2008,42.9
GM0352,2009,42.7
GM0352,2010,40
GM0352,2011,35.8
GM0352,2012,32.9
GM0352,2013,31.1
GM0352,2014,26.3
GM0352,2015,24.7
GM0352,2016,23
GM0352,2017,23.1
GM0352,2018,19.6
GM0352,2019,19
GM0353,2005,86.5
GM0353,2006,77.5
GM0353,2007,81.1
GM0353,2008,74.1
GM0353,2009,61.6
GM0353,2010,60.7
GM0353,2011,50.6
GM0353,2012,45.6
GM0353,2013,43.6
GM0353,2014,40.6
GM0353,2015,40.4
GM0353,2016,39.2
GM0353,2017,34.8
GM0353,2018,33.8
GM0353,2019,34.7
GM0355,2005,102.4
GM0355,2006,105
GM0355,2007,95.8
GM0355,2008,84.8
GM0355,2009,88.4
GM0355,2010,77.1
GM0355,2011,75.3
GM0355,2012,70.2
GM0355,2013,59.7
GM0355,2014,58.5
GM0355,2015,57.5
GM0355,2016,53.9
GM0355,2017,49.9
GM0355,2018,43.2
GM0355,2019,45.3
GM0356,2005,100.9
GM0356,2006,99.6
GM0356,2007,97.5
GM0356,2008,86.5
GM0356,2009,79
GM0356,2010,68.6
GM0356,2011,68.2
GM0356,2012,64.8
GM0356,2013,68.3
GM0356,2014,62.2
GM0356,2015,69.5
GM0356,2016,69.9
GM0356,2017,59.4
GM0356,2018,57
GM0356,2019,57
GM0358,2005,61.8
GM0358,2006,58.1
GM0358,2007,59.4
GM0358,2008,53.4
GM0358,2009,48.3
GM0358,2010,48.2
GM0358,2011,49.1
GM0358,2012,40.1
GM0358,2013,41.8
GM0358,2014,39.4
GM0358,2015,35.4
GM0358,2016,38.2
GM0358,2017,38.8
GM0358,2018,36
GM0358,2019,34.5
GM0361,2005,109.4
GM0361,2006,97.7
GM0361,2007,99
GM0361,2008,95.9
GM0361,2009,102.8
GM0361,2010,102
GM0361,2011,100.9
GM0361,2012,91.7
GM0361,2013,85.7
GM0361,2014,82.9
GM0361,2015,70.2
GM0361,2016,64.7
GM0361,2017,53.8
GM0361,2018,49.7
GM0361,2019,50
GM0362,2005,63
GM0362,2006,62.8
GM0362,2007,65.2
GM0362,2008,67.1
GM0362,2009,67.2
GM0362,2010,65.3
GM0362,2011,62.8
GM0362,2012,61.2
GM0362,2013,60.6
GM0362,2014,49.8
GM0362,2015,50
GM0362,2016,48.3
GM0362,2017,46.5
GM0362,2018,44.8
GM0362,2019,42.4
GM0363,2005,142.2
GM0363,2006,141.3
GM0363,2007,137.4
GM0363,2008,133.8
GM0363,2009,128.1
GM0363,2010,130.5
GM0363,2011,132.6
GM0363,2012,128.5
GM0363,2013,127.2
GM0363,2014,119
GM0363,2015,117.1
GM0363,2016,110
GM0363,2017,102.7
GM0363,2018,95.9
GM0363,2019,94.6
GM0364,2010,47.8
GM0364,2011,NA
GM0364,2012,NA
GM0364,2013,NA
GM0364,2014,NA
GM0364,2015,NA
GM0364,2016,NA
GM0364,2017,NA
GM0364,2018,NA
GM0364,2019,NA
GM0365,2010,43.1
GM0365,2011,38.1
GM0365,2012,35.9
GM0365,2013,35.3
GM0365,2014,28.5
GM0365,2015,NA
GM0365,2016,NA
GM0365,2017,NA
GM0365,2018,NA
GM0365,2019,NA
GM0366,2010,37.7
GM0366,2011,36.7
GM0366,2012,NA
GM0366,2013,NA
GM0366,2014,NA
GM0366,2015,NA
GM0366,2016,NA
GM0366,2017,NA
GM0366,2018,NA
GM0366,2019,NA
GM0370,2005,46.9
GM0370,2006,47.9
GM0370,2007,47.5
GM0370,2008,42.5
GM0370,2009,46.2
GM0370,2010,43.6
GM0370,2011,43.5
GM0370,2012,50.7
GM0370,2013,41.1
GM0370,2014,29.7
GM0370,2015,28.9
GM0370,2016,31.9
GM0370,2017,26.5
GM0370,2018,33.2
GM0370,2019,35.5
GM0373,2005,67.3
GM0373,2006,60.1
GM0373,2007,62.1
GM0373,2008,51.2
GM0373,2009,52.7
GM0373,2010,52
GM0373,2011,52.6
GM0373,2012,50.1
GM0373,2013,43.7
GM0373,2014,41.7
GM0373,2015,42.2
GM0373,2016,39.6
GM0373,2017,29.2
GM0373,2018,28
GM0373,2019,27.3
GM0375,2005,91.8
GM0375,2006,86.7
GM0375,2007,92.9
GM0375,2008,90.4
GM0375,2009,87.4
GM0375,2010,89.9
GM0375,2011,84.8
GM0375,2012,81.3
GM0375,2013,74.5
GM0375,2014,75.4
GM0375,2015,66.9
GM0375,2016,58.1
GM0375,2017,48.4
GM0375,2018,44.4
GM0375,2019,46.9
GM0376,2005,62.2
GM0376,2006,72.1
GM0376,2007,62.2
GM0376,2008,61.5
GM0376,2009,56.3
GM0376,2010,63.3
GM0376,2011,54
GM0376,2012,57.4
GM0376,2013,55.9
GM0376,2014,54.7
GM0376,2015,50.9
GM0376,2016,54
GM0376,2017,43.1
GM0376,2018,31.1
GM0376,2019,39.4
GM0377,2005,63.3
GM0377,2006,67.6
GM0377,2007,60.9
GM0377,2008,61.5
GM0377,2009,57.9
GM0377,2010,65.7
GM0377,2011,71.6
GM0377,2012,68.8
GM0377,2013,70.5
GM0377,2014,56.9
GM0377,2015,53
GM0377,2016,46.2
GM0377,2017,42.1
GM0377,2018,39
GM0377,2019,36.7
GM0381,2010,86.9
GM0381,2011,90.4
GM0381,2012,72.9
GM0381,2013,76.5
GM0381,2014,60.8
GM0381,2015,54.5
GM0381,2016,NA
GM0381,2017,NA
GM0381,2018,NA
GM0381,2019,NA
GM0383,2005,63.9
GM0383,2006,53.6
GM0383,2007,55.5
GM0383,2008,54.2
GM0383,2009,54.8
GM0383,2010,57.8
GM0383,2011,51.6
GM0383,2012,49
GM0383,2013,46.6
GM0383,2014,44
GM0383,2015,40.8
GM0383,2016,36
GM0383,2017,29.8
GM0383,2018,27.5
GM0383,2019,29.7
GM0384,2005,86.5
GM0384,2006,88.6
GM0384,2007,84.2
GM0384,2008,81.4
GM0384,2009,85.2
GM0384,2010,71.1
GM0384,2011,73.1
GM0384,2012,69
GM0384,2013,71.7
GM0384,2014,65.9
GM0384,2015,65.8
GM0384,2016,61.2
GM0384,2017,56.7
GM0384,2018,55.2
GM0384,2019,54.3
GM0385,2005,45.9
GM0385,2006,41.9
GM0385,2007,38.7
GM0385,2008,39.2
GM0385,2009,43
GM0385,2010,42.4
GM0385,2011,43.3
GM0385,2012,38.5
GM0385,2013,36.6
GM0385,2014,29.3
GM0385,2015,28.4
GM0385,2016,22.3
GM0385,2017,21.3
GM0385,2018,21.2
GM0385,2019,24
GM0388,2005,90.6
GM0388,2006,82.1
GM0388,2007,81.8
GM0388,2008,77.8
GM0388,2009,81
GM0388,2010,86.7
GM0388,2011,83.6
GM0388,2012,78.7
GM0388,2013,69
GM0388,2014,61.3
GM0388,2015,61.3
GM0388,2016,52.7
GM0388,2017,40.7
GM0388,2018,40.8
GM0388,2019,40.1
GM0392,2005,86.6
GM0392,2006,87.3
GM0392,2007,86.1
GM0392,2008,79.6
GM0392,2009,86.3
GM0392,2010,88.8
GM0392,2011,87.1
GM0392,2012,75.6
GM0392,2013,76.4
GM0392,2014,69.8
GM0392,2015,66.2
GM0392,2016,62.2
GM0392,2017,52.4
GM0392,2018,51.1
GM0392,2019,52.6
GM0393,2005,75.6
GM0393,2006,79.8
GM0393,2007,76
GM0393,2008,70.2
GM0393,2009,74.8
GM0393,2010,86.9
GM0393,2011,75.7
GM0393,2012,73.6
GM0393,2013,85.4
GM0393,2014,70.3
GM0393,2015,67.1
GM0393,2016,68.7
GM0393,2017,52.1
GM0393,2018,42.8
GM0393,2019,NA
GM0394,2005,102.6
GM0394,2006,100.6
GM0394,2007,96.4
GM0394,2008,87.4
GM0394,2009,89.4
GM0394,2010,94.3
GM0394,2011,95.4
GM0394,2012,92.3
GM0394,2013,88.4
GM0394,2014,82.9
GM0394,2015,80.6
GM0394,2016,70.7
GM0394,2017,64.5
GM0394,2018,62.1
GM0394,2019,59.5
GM0395,2010,40.8
GM0395,2011,39.9
GM0395,2012,40.6
GM0395,2013,NA
GM0395,2014,NA
GM0395,2015,NA
GM0395,2016,NA
GM0395,2017,NA
GM0395,2018,NA
GM0395,2019,NA
GM0396,2005,56.6
GM0396,2006,52.6
GM0396,2007,51.1
GM0396,2008,49.8
GM0396,2009,48.5
GM0396,2010,52.4
GM0396,2011,46.6
GM0396,2012,47.1
GM0396,2013,47.6
GM0396,2014,45
GM0396,2015,45.6
GM0396,2016,34.9
GM0396,2017,33.5
GM0396,2018,28.6
GM0396,2019,32.8
GM0397,2005,63.1
GM0397,2006,59.2
GM0397,2007,61.5
GM0397,2008,60.9
GM0397,2009,58.3
GM0397,2010,57.9
GM0397,2011,56.1
GM0397,2012,54
GM0397,2013,66.9
GM0397,2014,47.3
GM0397,2015,45
GM0397,2016,40.7
GM0397,2017,33.5
GM0397,2018,33
GM0397,2019,33.9
GM0398,2005,80.4
GM0398,2006,79
GM0398,2007,79.6
GM0398,2008,69.9
GM0398,2009,70.9
GM0398,2010,66.7
GM0398,2011,69.7
GM0398,2012,66.4
GM0398,2013,64.5
GM0398,2014,60.1
GM0398,2015,56.6
GM0398,2016,52.1
