Region,Year,Crimes_per_1000
GM1978,2014,NA
GM1978,2015,NA
GM1978,2016,NA
GM1978,2017,NA
GM1978,2018,NA
GM1978,2019,19
GM1987,2005,42.7
GM1987,2006,37.3
GM1987,2007,41.2
GM1987,2008,57.3
GM1987,2009,51.4
GM1987,2010,46.6
GM1987,2011,45.8
GM1987,2012,41.7
GM1987,2013,33.8
GM1987,2014,26.1
GM1987,2015,28.7
GM1987,2016,25.3
GM1987,2017,24.2
GM1987,2018,NA
GM1987,2019,NA
